CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,24,prior_payments_delayed,radio_tv,1964,500_to_1000,1_to_4,3,female,co-applicant,3,car_other,46,stores,own,1,unskilled,1,none,yes,Risk
less_0,25,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,male,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,No Risk
less_0,25,credits_paid_to_date,car_new,2783,less_100,less_1,3,male,none,3,savings_insurance,22,none,rent,1,skilled,1,none,yes,Risk
less_0,25,prior_payments_delayed,car_used,3227,100_to_500,4_to_7,3,male,none,2,unknown,27,none,rent,1,skilled,1,none,yes,No Risk
less_0,26,credits_paid_to_date,business,6052,less_100,1_to_4,3,male,none,2,car_other,28,none,own,2,skilled,1,none,yes,No Risk
less_0,26,credits_paid_to_date,repairs,573,less_100,1_to_4,2,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
less_0,26,outstanding_credit,radio_tv,1853,100_to_500,greater_7,4,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,No Risk
less_0,27,credits_paid_to_date,furniture,1820,500_to_1000,4_to_7,3,female,none,3,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
less_0,27,credits_paid_to_date,radio_tv,2107,500_to_1000,less_1,3,male,none,3,savings_insurance,36,none,rent,1,skilled,1,none,yes,No Risk
less_0,27,prior_payments_delayed,furniture,3170,greater_1000,1_to_4,2,male,none,2,car_other,28,stores,rent,1,skilled,1,none,yes,Risk
less_0,28,outstanding_credit,furniture,4197,100_to_500,1_to_4,3,female,none,3,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
less_0,28,outstanding_credit,repairs,250,500_to_1000,1_to_4,2,female,none,2,real_estate,41,stores,own,1,skilled,1,yes,yes,No Risk
less_0,29,credits_paid_to_date,furniture,2343,less_100,1_to_4,2,male,none,3,car_other,33,stores,own,1,skilled,1,yes,yes,Risk
less_0,29,credits_paid_to_date,radio_tv,4399,less_100,1_to_4,3,female,none,2,savings_insurance,25,stores,own,2,skilled,1,none,yes,No Risk
less_0,29,outstanding_credit,furniture,1809,greater_1000,1_to_4,2,male,none,3,savings_insurance,42,stores,own,2,skilled,1,none,yes,Risk
less_0,29,outstanding_credit,radio_tv,1751,100_to_500,1_to_4,3,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk
less_0,30,outstanding_credit,car_used,2549,500_to_1000,4_to_7,3,male,none,2,car_other,36,none,own,1,skilled,2,yes,yes,No Risk
less_0,30,outstanding_credit,education,1584,100_to_500,4_to_7,2,male,none,3,savings_insurance,33,none,rent,3,skilled,1,yes,yes,Risk
less_0,30,outstanding_credit,radio_tv,2180,greater_1000,greater_7,3,female,co-applicant,3,car_other,52,stores,own,2,unskilled,1,yes,yes,Risk
less_0,30,prior_payments_delayed,appliances,2773,100_to_500,greater_7,3,female,none,2,savings_insurance,41,stores,own,1,skilled,1,none,yes,No Risk
less_0,30,prior_payments_delayed,car_used,2246,100_to_500,greater_7,4,female,none,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,Risk
less_0,31,credits_paid_to_date,furniture,2481,greater_1000,1_to_4,3,male,co-applicant,3,car_other,47,stores,rent,1,unemployed,1,yes,yes,No Risk
less_0,31,credits_paid_to_date,radio_tv,2246,less_100,less_1,2,male,none,1,real_estate,23,bank,rent,1,unemployed,1,yes,yes,No Risk
less_0,31,outstanding_credit,other,4795,100_to_500,greater_7,3,male,none,2,car_other,33,none,free,2,skilled,1,yes,yes,No Risk
less_0,32,credits_paid_to_date,radio_tv,1515,greater_1000,greater_7,4,male,co-applicant,2,savings_insurance,39,stores,own,1,skilled,1,yes,yes,No Risk
less_0,35,outstanding_credit,other,6529,100_to_500,1_to_4,4,male,none,3,unknown,32,none,own,1,skilled,1,none,yes,Risk
less_0,35,prior_payments_delayed,radio_tv,3875,greater_1000,4_to_7,2,male,none,2,unknown,37,stores,own,2,unskilled,1,none,yes,No Risk
less_0,39,outstanding_credit,appliances,4131,100_to_500,1_to_4,4,male,none,4,unknown,29,bank,own,1,unskilled,1,yes,yes,No Risk
no_checking,8,all_credits_paid_back,furniture,1726,less_100,less_1,3,female,none,2,savings_insurance,26,stores,own,1,skilled,1,none,yes,No Risk
no_checking,8,all_credits_paid_back,radio_tv,288,500_to_1000,1_to_4,3,male,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,38,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,2099,less_100,1_to_4,2,female,none,2,car_other,41,none,free,1,skilled,1,yes,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,3460,greater_1000,4_to_7,2,male,guarantor,4,savings_insurance,46,none,own,1,skilled,1,yes,yes,Risk
no_checking,8,credits_paid_to_date,car_new,3676,greater_1000,1_to_4,2,male,none,4,car_other,31,none,rent,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,4222,500_to_1000,1_to_4,3,female,none,4,car_other,36,none,own,2,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,4387,100_to_500,4_to_7,4,female,none,3,car_other,31,none,own,2,skilled,2,none,yes,Risk
no_checking,8,credits_paid_to_date,car_used,1654,less_100,1_to_4,2,male,none,2,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
no_checking,8,credits_paid_to_date,car_used,2666,100_to_500,1_to_4,2,male,co-applicant,2,real_estate,38,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,8,credits_paid_to_date,car_used,3321,greater_1000,1_to_4,3,male,none,3,real_estate,30,none,own,3,management_self-employed,2,yes,yes,No Risk
no_checking,8,credits_paid_to_date,car_used,3925,less_100,4_to_7,2,male,none,3,real_estate,31,none,own,2,management_self-employed,1,none,yes,Risk
no_checking,8,credits_paid_to_date,furniture,1475,less_100,1_to_4,3,male,none,3,real_estate,39,none,own,1,skilled,1,yes,yes,No Risk
no_checking,8,credits_paid_to_date,furniture,3007,greater_1000,less_1,2,male,none,4,car_other,37,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,furniture,6365,less_100,1_to_4,4,male,none,3,savings_insurance,25,none,own,2,management_self-employed,1,none,yes,Risk
no_checking,8,prior_payments_delayed,car_new,899,100_to_500,4_to_7,2,male,none,3,savings_insurance,27,bank,own,1,unskilled,1,yes,yes,No Risk
no_checking,8,prior_payments_delayed,car_new,1233,greater_1000,1_to_4,3,male,none,3,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
no_checking,8,prior_payments_delayed,car_new,2008,greater_1000,greater_7,4,male,none,2,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk
no_checking,8,prior_payments_delayed,car_used,4969,100_to_500,1_to_4,3,female,none,2,savings_insurance,48,none,own,2,skilled,1,none,yes,Risk
no_checking,8,prior_payments_delayed,radio_tv,6144,500_to_1000,4_to_7,4,male,none,3,car_other,40,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,9,prior_payments_delayed,car_new,933,500_to_1000,greater_7,3,male,none,3,car_other,54,none,free,2,skilled,1,yes,yes,No Risk
no_checking,10,credits_paid_to_date,car_used,5056,less_100,4_to_7,3,male,none,3,savings_insurance,47,none,own,3,skilled,1,yes,yes,Risk
no_checking,10,prior_payments_delayed,radio_tv,4312,100_to_500,less_1,3,female,none,3,car_other,38,none,own,1,skilled,2,yes,yes,No Risk
no_checking,11,credits_paid_to_date,car_new,3228,100_to_500,4_to_7,3,female,none,4,car_other,34,none,own,2,skilled,1,yes,yes,Risk
no_checking,11,credits_paid_to_date,car_new,3930,less_100,4_to_7,3,male,none,4,savings_insurance,26,stores,own,1,unskilled,1,yes,yes,No Risk
no_checking,11,outstanding_credit,furniture,3203,100_to_500,1_to_4,2,male,none,4,car_other,43,stores,own,1,unskilled,2,yes,yes,No Risk
no_checking,12,all_credits_paid_back,car_new,1927,500_to_1000,less_1,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
no_checking,12,all_credits_paid_back,furniture,373,500_to_1000,1_to_4,1,male,co-applicant,2,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk
no_checking,12,all_credits_paid_back,vacation,868,500_to_1000,unemployed,3,female,none,3,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
no_checking,12,all_credits_paid_back,vacation,1529,500_to_1000,4_to_7,3,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,car_new,484,100_to_500,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,car_used,3389,less_100,1_to_4,2,male,none,3,real_estate,25,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,furniture,7114,less_100,1_to_4,3,male,none,3,savings_insurance,40,none,free,2,management_self-employed,1,none,yes,Risk
no_checking,12,outstanding_credit,business,3223,unknown,1_to_4,4,male,none,3,car_other,35,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,12,outstanding_credit,repairs,6411,greater_1000,1_to_4,3,male,none,3,unknown,46,none,own,2,skilled,1,yes,yes,Risk
no_checking,13,credits_paid_to_date,furniture,3180,less_100,4_to_7,4,male,none,4,savings_insurance,34,bank,own,1,unskilled,2,yes,yes,No Risk
no_checking,14,credits_paid_to_date,car_new,3531,100_to_500,1_to_4,3,female,none,4,savings_insurance,43,none,own,1,skilled,1,none,yes,No Risk
no_checking,14,credits_paid_to_date,car_new,3996,less_100,less_1,3,male,none,3,savings_insurance,34,none,own,1,management_self-employed,1,yes,yes,No Risk
no_checking,14,credits_paid_to_date,car_used,3162,500_to_1000,4_to_7,3,male,none,3,car_other,33,bank,own,2,unskilled,2,yes,no,No Risk
no_checking,14,credits_paid_to_date,furniture,1269,500_to_1000,greater_7,2,male,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk
no_checking,14,credits_paid_to_date,furniture,1810,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
no_checking,14,credits_paid_to_date,retraining,7699,less_100,less_1,4,female,none,3,car_other,37,none,own,2,management_self-employed,2,none,yes,No Risk
no_checking,14,outstanding_credit,radio_tv,1582,greater_1000,less_1,2,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk
no_checking,14,outstanding_credit,retraining,7135,greater_1000,1_to_4,4,male,none,4,car_other,40,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,14,prior_payments_delayed,radio_tv,6774,100_to_500,4_to_7,4,female,none,3,car_other,32,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,car_new,2685,100_to_500,4_to_7,4,female,none,2,savings_insurance,46,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,car_new,4623,less_100,4_to_7,4,male,none,4,car_other,51,none,own,1,management_self-employed,1,none,no,No Risk
no_checking,15,outstanding_credit,education,1921,100_to_500,1_to_4,3,male,co-applicant,4,car_other,39,none,free,1,skilled,1,yes,yes,No Risk
no_checking,15,outstanding_credit,radio_tv,7200,100_to_500,greater_7,4,male,none,5,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
no_checking,15,prior_payments_delayed,furniture,4274,100_to_500,greater_7,4,male,none,5,car_other,40,stores,own,2,unskilled,1,yes,no,Risk
no_checking,16,credits_paid_to_date,car_new,2467,100_to_500,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,1,yes,yes,No Risk
no_checking,16,credits_paid_to_date,car_new,4810,less_100,1_to_4,4,male,none,4,car_other,31,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,16,credits_paid_to_date,radio_tv,2522,100_to_500,1_to_4,3,male,none,4,savings_insurance,35,none,rent,1,management_self-employed,2,none,yes,Risk
no_checking,16,outstanding_credit,car_used,7282,500_to_1000,less_1,4,male,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,No Risk
no_checking,17,credits_paid_to_date,car_new,3347,100_to_500,4_to_7,3,female,none,4,car_other,31,none,own,1,skilled,2,none,yes,Risk
no_checking,17,credits_paid_to_date,car_used,1841,100_to_500,less_1,2,male,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
no_checking,17,credits_paid_to_date,radio_tv,4533,greater_1000,1_to_4,4,male,none,3,real_estate,29,none,rent,2,management_self-employed,1,none,yes,No Risk
no_checking,17,credits_paid_to_date,retraining,5542,greater_1000,less_1,3,male,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,17,outstanding_credit,car_used,1501,unknown,greater_7,4,female,none,5,car_other,45,none,own,2,skilled,2,yes,yes,Risk
no_checking,17,outstanding_credit,radio_tv,1818,greater_1000,4_to_7,3,male,none,4,car_other,41,none,own,1,skilled,1,none,yes,Risk
no_checking,17,prior_payments_delayed,radio_tv,1492,500_to_1000,greater_7,3,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,No Risk
no_checking,18,credits_paid_to_date,car_new,4892,100_to_500,less_1,3,male,none,3,savings_insurance,21,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,18,credits_paid_to_date,radio_tv,2405,100_to_500,4_to_7,4,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,Risk
no_checking,18,prior_payments_delayed,radio_tv,4010,unknown,4_to_7,3,male,none,3,unknown,34,stores,rent,1,unskilled,1,yes,yes,No Risk
no_checking,19,all_credits_paid_back,car_new,1593,less_100,1_to_4,2,female,none,3,real_estate,27,none,free,1,skilled,1,none,yes,Risk
no_checking,19,all_credits_paid_back,furniture,3418,less_100,unemployed,3,male,none,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,car_new,2274,greater_1000,1_to_4,3,male,none,2,real_estate,24,none,own,2,skilled,1,none,yes,Risk
no_checking,19,credits_paid_to_date,car_used,2574,greater_1000,1_to_4,2,female,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,1426,less_100,less_1,1,female,none,3,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,2238,500_to_1000,1_to_4,3,female,none,2,car_other,27,none,free,2,skilled,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,2339,100_to_500,less_1,3,male,none,4,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,2604,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
no_checking,19,outstanding_credit,appliances,1939,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,none,free,1,skilled,1,yes,yes,No Risk
no_checking,19,outstanding_credit,business,4429,500_to_1000,greater_7,3,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,19,outstanding_credit,business,8785,100_to_500,greater_7,4,male,none,4,unknown,53,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,19,outstanding_credit,radio_tv,7818,100_to_500,4_to_7,3,female,none,4,unknown,40,none,own,1,management_self-employed,1,yes,yes,Risk
no_checking,20,credits_paid_to_date,car_new,4747,100_to_500,less_1,3,male,none,4,car_other,34,none,rent,2,management_self-employed,1,yes,yes,No Risk
no_checking,20,credits_paid_to_date,education,4071,100_to_500,1_to_4,4,male,none,3,car_other,45,none,own,2,skilled,1,none,yes,No Risk
no_checking,20,outstanding_credit,furniture,6301,unknown,4_to_7,4,female,none,5,unknown,49,none,own,2,skilled,2,yes,no,Risk
no_checking,20,outstanding_credit,radio_tv,7217,greater_1000,1_to_4,4,male,none,5,savings_insurance,37,none,own,2,management_self-employed,2,yes,yes,No Risk
no_checking,21,credits_paid_to_date,car_new,1127,unknown,1_to_4,3,male,none,3,real_estate,21,none,own,1,skilled,2,yes,yes,Risk
no_checking,21,credits_paid_to_date,car_used,3614,less_100,less_1,3,male,none,4,savings_insurance,35,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,21,outstanding_credit,car_used,2290,500_to_1000,4_to_7,4,male,none,4,savings_insurance,52,none,own,1,skilled,1,yes,yes,Risk
no_checking,21,outstanding_credit,radio_tv,3662,500_to_1000,greater_7,4,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk
no_checking,21,prior_payments_delayed,radio_tv,5852,unknown,1_to_4,4,female,co-applicant,4,savings_insurance,41,bank,own,2,unemployed,1,yes,yes,Risk
no_checking,22,credits_paid_to_date,radio_tv,1131,100_to_500,1_to_4,2,male,none,3,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
no_checking,22,credits_paid_to_date,radio_tv,5339,100_to_500,greater_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,22,outstanding_credit,appliances,3621,unknown,4_to_7,4,male,none,4,savings_insurance,31,none,own,1,skilled,1,none,yes,Risk
no_checking,22,outstanding_credit,appliances,4993,unknown,4_to_7,4,male,none,3,car_other,48,stores,own,2,unskilled,2,yes,yes,No Risk
no_checking,22,prior_payments_delayed,radio_tv,3273,100_to_500,1_to_4,3,male,none,4,savings_insurance,28,none,own,1,management_self-employed,1,yes,yes,No Risk
no_checking,23,all_credits_paid_back,retraining,1739,less_100,4_to_7,2,male,none,3,real_estate,38,none,own,1,skilled,2,none,yes,No Risk
no_checking,23,credits_paid_to_date,radio_tv,2881,100_to_500,less_1,2,female,none,2,savings_insurance,37,none,free,1,skilled,1,none,yes,No Risk
no_checking,23,outstanding_credit,appliances,7682,500_to_1000,1_to_4,3,male,none,4,car_other,41,stores,own,1,unskilled,1,yes,yes,Risk
no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,2,none,yes,No Risk
no_checking,23,prior_payments_delayed,car_used,7744,100_to_500,greater_7,3,male,co-applicant,4,car_other,39,none,free,2,management_self-employed,1,none,yes,Risk
no_checking,23,prior_payments_delayed,furniture,2713,100_to_500,greater_7,4,male,none,4,savings_insurance,26,stores,own,1,unskilled,1,none,yes,Risk
no_checking,23,prior_payments_delayed,radio_tv,2298,500_to_1000,1_to_4,2,male,none,2,real_estate,43,none,own,2,skilled,1,none,yes,Risk
no_checking,23,prior_payments_delayed,radio_tv,2775,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
no_checking,23,prior_payments_delayed,retraining,2066,100_to_500,1_to_4,4,male,none,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,No Risk
no_checking,24,all_credits_paid_back,car_new,1987,less_100,4_to_7,2,male,none,4,savings_insurance,25,bank,own,1,unemployed,1,none,yes,No Risk
no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
no_checking,24,outstanding_credit,appliances,10370,unknown,greater_7,5,male,co-applicant,5,unknown,58,none,free,2,skilled,2,yes,yes,Risk
no_checking,24,outstanding_credit,car_used,4545,500_to_1000,4_to_7,4,male,none,5,car_other,42,none,own,1,management_self-employed,1,yes,no,No Risk
no_checking,24,outstanding_credit,car_used,4620,greater_1000,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,skilled,1,yes,yes,No Risk
no_checking,24,outstanding_credit,car_used,4793,greater_1000,4_to_7,3,male,none,4,savings_insurance,38,none,own,2,skilled,1,none,yes,Risk
no_checking,24,outstanding_credit,car_used,5064,500_to_1000,4_to_7,4,male,none,2,car_other,49,none,own,2,skilled,1,none,yes,No Risk
no_checking,24,outstanding_credit,car_used,6468,500_to_1000,1_to_4,4,male,none,3,car_other,28,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,24,outstanding_credit,furniture,5961,500_to_1000,1_to_4,4,male,none,4,car_other,50,none,own,3,skilled,1,yes,yes,Risk
no_checking,24,outstanding_credit,radio_tv,4774,500_to_1000,greater_7,3,female,none,3,savings_insurance,53,none,free,2,skilled,1,yes,yes,Risk
no_checking,24,prior_payments_delayed,appliances,9361,100_to_500,4_to_7,4,male,co-applicant,3,unknown,44,none,own,2,skilled,1,yes,yes,Risk
no_checking,24,prior_payments_delayed,business,4404,100_to_500,4_to_7,3,male,none,4,unknown,54,none,own,1,skilled,1,yes,yes,Risk
no_checking,24,prior_payments_delayed,car_used,1637,100_to_500,1_to_4,3,male,none,4,real_estate,33,none,rent,1,management_self-employed,1,yes,yes,No Risk
no_checking,24,prior_payments_delayed,car_used,5013,500_to_1000,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,education,4427,greater_1000,greater_7,3,female,none,4,car_other,46,bank,own,2,unemployed,1,none,yes,Risk
no_checking,24,prior_payments_delayed,furniture,8067,100_to_500,4_to_7,4,female,none,3,unknown,51,none,free,2,skilled,1,yes,yes,Risk
no_checking,24,prior_payments_delayed,radio_tv,4059,100_to_500,greater_7,4,male,guarantor,3,unknown,60,none,free,3,skilled,1,yes,no,Risk
no_checking,24,prior_payments_delayed,radio_tv,4295,100_to_500,1_to_4,3,male,none,4,car_other,51,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,24,prior_payments_delayed,radio_tv,4706,100_to_500,1_to_4,3,female,none,3,car_other,46,none,own,1,skilled,1,none,yes,Risk
no_checking,24,prior_payments_delayed,radio_tv,6438,100_to_500,1_to_4,3,female,none,4,car_other,45,none,own,1,skilled,1,yes,yes,No Risk
no_checking,25,all_credits_paid_back,radio_tv,5900,100_to_500,4_to_7,3,male,none,2,car_other,42,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,25,outstanding_credit,appliances,7795,500_to_1000,1_to_4,3,female,none,4,car_other,49,none,own,2,skilled,1,none,yes,Risk
no_checking,25,outstanding_credit,furniture,4019,500_to_1000,1_to_4,3,male,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,25,outstanding_credit,furniture,7195,500_to_1000,greater_7,5,male,co-applicant,3,unknown,65,none,free,3,skilled,2,yes,yes,Risk
no_checking,25,prior_payments_delayed,appliances,6292,100_to_500,greater_7,4,female,none,4,savings_insurance,51,none,free,2,management_self-employed,1,none,yes,Risk
no_checking,25,prior_payments_delayed,car_used,1773,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
no_checking,25,prior_payments_delayed,car_used,4998,500_to_1000,4_to_7,3,male,guarantor,5,car_other,60,none,free,2,skilled,1,yes,yes,Risk
no_checking,25,prior_payments_delayed,car_used,5742,100_to_500,4_to_7,4,female,none,2,unknown,42,none,own,2,skilled,1,none,no,Risk
no_checking,25,prior_payments_delayed,car_used,5943,100_to_500,1_to_4,4,female,none,4,car_other,36,none,own,2,skilled,1,yes,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,5950,greater_1000,4_to_7,3,male,none,4,savings_insurance,40,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,6092,100_to_500,less_1,4,male,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,6775,greater_1000,4_to_7,3,female,none,4,car_other,39,none,own,2,skilled,1,none,yes,Risk
no_checking,25,prior_payments_delayed,car_used,6780,greater_1000,4_to_7,4,male,none,3,unknown,46,stores,own,2,unskilled,2,none,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,8708,100_to_500,1_to_4,4,male,none,5,car_other,43,none,free,2,management_self-employed,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,6264,100_to_500,4_to_7,3,female,none,4,unknown,44,none,own,1,skilled,1,yes,yes,Risk
no_checking,26,all_credits_paid_back,radio_tv,3705,less_100,1_to_4,3,female,none,4,car_other,41,bank,own,1,unemployed,1,yes,yes,No Risk
no_checking,26,outstanding_credit,business,6764,unknown,greater_7,4,male,none,3,unknown,58,none,free,2,skilled,1,yes,yes,No Risk
no_checking,26,outstanding_credit,business,9574,500_to_1000,greater_7,6,male,co-applicant,5,unknown,56,stores,free,2,unskilled,2,yes,yes,No Risk
no_checking,26,outstanding_credit,furniture,3573,greater_1000,greater_7,5,female,none,5,car_other,39,none,own,2,skilled,1,none,yes,Risk
no_checking,26,outstanding_credit,furniture,6084,500_to_1000,greater_7,5,male,none,3,unknown,52,none,free,2,skilled,1,yes,yes,Risk
no_checking,26,outstanding_credit,furniture,8166,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,own,2,skilled,1,none,no,Risk
no_checking,26,outstanding_credit,other,6324,500_to_1000,greater_7,4,male,none,4,unknown,52,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,26,outstanding_credit,radio_tv,6565,500_to_1000,4_to_7,5,female,none,5,car_other,45,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,26,outstanding_credit,radio_tv,6623,500_to_1000,greater_7,5,male,none,4,car_other,48,none,free,2,management_self-employed,1,yes,yes,No Risk
no_checking,26,outstanding_credit,vacation,7203,unknown,greater_7,5,female,co-applicant,5,unknown,60,none,free,3,management_self-employed,2,yes,yes,Risk
no_checking,26,prior_payments_delayed,appliances,2911,100_to_500,greater_7,4,male,none,5,savings_insurance,23,none,free,1,management_self-employed,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,appliances,4724,100_to_500,4_to_7,3,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,appliances,5325,unknown,4_to_7,3,female,co-applicant,4,savings_insurance,53,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,26,prior_payments_delayed,appliances,5362,500_to_1000,4_to_7,4,male,none,4,savings_insurance,41,none,own,3,skilled,1,none,yes,Risk
no_checking,26,prior_payments_delayed,appliances,5614,unknown,4_to_7,3,male,none,4,savings_insurance,37,none,own,2,skilled,2,none,yes,No Risk
no_checking,26,prior_payments_delayed,appliances,5891,100_to_500,greater_7,4,male,none,4,unknown,58,none,free,3,skilled,2,yes,yes,Risk
no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,male,none,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,1475,unknown,greater_7,4,male,none,4,savings_insurance,46,none,own,1,skilled,2,yes,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,3875,500_to_1000,4_to_7,4,male,none,2,savings_insurance,42,none,own,2,skilled,1,yes,yes,Risk
no_checking,26,prior_payments_delayed,car_used,5728,unknown,4_to_7,4,male,none,5,car_other,46,none,free,3,skilled,2,yes,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,6078,unknown,1_to_4,4,male,none,5,savings_insurance,42,none,own,2,skilled,1,none,no,Risk
no_checking,26,prior_payments_delayed,car_used,6473,100_to_500,1_to_4,4,male,none,3,car_other,43,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,6623,greater_1000,4_to_7,4,male,none,3,car_other,42,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,furniture,6497,greater_1000,1_to_4,4,male,none,5,car_other,40,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,radio_tv,4449,100_to_500,1_to_4,3,male,none,4,unknown,43,stores,own,2,unskilled,2,yes,yes,Risk
